chapter_event_id,timestamp,frame_path,detail_crop_path,screen_or_module,visible_change,controls_or_data,possible_functionality,classification,confidence,current_platform_status,platform_evidence,notes
CH15-E0001,00:45:28.000,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0001_00h45m28s000ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0002,00:45:29.000,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0002_00h45m29s000ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0003,00:45:29.400,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0003_00h45m29s400ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0004,00:45:29.800,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0004_00h45m29s800ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0005,00:45:30.400,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0005_00h45m30s400ms_stable_change.jpg,,,,,,,,,,
CH15-E0006,00:45:30.800,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0006_00h45m30s800ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0007,00:45:31.200,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0007_00h45m31s200ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0008,00:45:31.600,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0008_00h45m31s600ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0009,00:45:32.200,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0009_00h45m32s200ms_stable_change.jpg,,,,,,,,,,
CH15-E0010,00:45:33.000,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0010_00h45m33s000ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0011,00:45:33.600,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0011_00h45m33s600ms_stable_change.jpg,,,,,,,,,,
CH15-E0012,00:45:34.600,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0012_00h45m34s600ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0013,00:45:35.200,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0013_00h45m35s200ms_abrupt_change.jpg,,,,,,,,,,
CH15-E0014,00:45:36.200,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0014_00h45m36s200ms_abrupt_change.jpg,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0014_00h45m36s200ms_DETAIL.jpg,,,,,,,,,
